"";"text";"favorited";"favoriteCount";"replyToSN";"created";"truncated";"replyToSID";"id";"replyToUID";"statusSource";"screenName";"retweetCount";"isRetweet";"retweeted";"longitude";"latitude"
"560";"RT @ajkendof: [<U+7B2C>65<U+56DE><U+5168><U+65E5><U+672C><U+5263><U+9053><U+9078><U+624B><U+6A29><U+5927><U+4F1A>]

<U+512A><U+52DD> <U+897F><U+6751> <U+82F1><U+4E45>(<U+718A><U+672C><U+770C>)2<U+5E74><U+3076><U+308A>2<U+5EA6><U+76EE>
<U+4E8C><U+4F4D> <U+5185><U+6751> <U+826F><U+4E00>(<U+6771><U+4EAC><U+90FD>)
<U+4E09><U+4F4D> <U+6797><U+7530> <U+5321><U+5E73>(<U+798F><U+4E95><U+770C>)
<U+4E09><U+4F4D> <U+7560><U+4E2D> <U+5B8F><U+8F14>(<U+6771><U+4EAC><U+90FD>)

#kendo #<U+5263><U+9053>";FALSE;0;NA;2017-11-03 08:22:13;FALSE;NA;"926363874516799488";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"LuWIwWatWIvqQks";263;TRUE;FALSE;NA;NA
"561";"RT @ajkendof: The 65th All Japan Kendo Championship
1st H.NISHIMURA 
2nd R.UCHIMURA 
3rd K.HAYASHIDA 
3rd K.HATAKENAKA 
#kendo";FALSE;0;NA;2017-11-03 08:22:03;FALSE;NA;"926363834385760256";NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"doublesbux";9;TRUE;FALSE;NA;NA
"562";"RT @ajkendof: [<U+7B2C>65<U+56DE><U+5168><U+65E5><U+672C><U+5263><U+9053><U+9078><U+624B><U+6A29><U+5927><U+4F1A>]
<U+6C7A><U+52DD>
<U+5185><U+6751> <U+826F><U+4E00>(<U+6771><U+4EAC><U+90FD>)- <U+30B3><U+30B3> <U+897F><U+6751> <U+82F1><U+4E45>(<U+718A><U+672C><U+770C>)
<U+897F><U+6751><U+9078><U+624B>2<U+5E74><U+3076><U+308A>2<U+5EA6><U+76EE><U+306E><U+512A><U+52DD><U+3002>
 #kendo #<U+5263><U+9053> https://t.co/4MJan3i9wl";FALSE;0;NA;2017-11-03 08:21:47;FALSE;NA;"926363767167860736";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"INRY_0129";326;TRUE;FALSE;NA;NA
"563";"RT @ajkendof: The 65th All Japan Kendo Championship
1st H.NISHIMURA 
2nd R.UCHIMURA 
3rd K.HAYASHIDA 
3rd K.HATAKENAKA 
#kendo";FALSE;0;NA;2017-11-03 08:21:36;FALSE;NA;"926363718350290944";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"ogi_ken";9;TRUE;FALSE;NA;NA
"564";"RT @ajkendof: [<U+7B2C>65<U+56DE><U+5168><U+65E5><U+672C><U+5263><U+9053><U+9078><U+624B><U+6A29><U+5927><U+4F1A>]

<U+512A><U+52DD> <U+897F><U+6751> <U+82F1><U+4E45>(<U+718A><U+672C><U+770C>)2<U+5E74><U+3076><U+308A>2<U+5EA6><U+76EE>
<U+4E8C><U+4F4D> <U+5185><U+6751> <U+826F><U+4E00>(<U+6771><U+4EAC><U+90FD>)
<U+4E09><U+4F4D> <U+6797><U+7530> <U+5321><U+5E73>(<U+798F><U+4E95><U+770C>)
<U+4E09><U+4F4D> <U+7560><U+4E2D> <U+5B8F><U+8F14>(<U+6771><U+4EAC><U+90FD>)

#kendo #<U+5263><U+9053>";FALSE;0;NA;2017-11-03 08:20:41;FALSE;NA;"926363490700247040";NA;"<a href=""http://twicca.r246.jp/"" rel=""nofollow"">twicca</a>";"JasminLc";263;TRUE;FALSE;NA;NA
"565";"RT @ajkendof: [<U+7B2C>65<U+56DE><U+5168><U+65E5><U+672C><U+5263><U+9053><U+9078><U+624B><U+6A29><U+5927><U+4F1A>]

<U+512A><U+52DD> <U+897F><U+6751> <U+82F1><U+4E45>(<U+718A><U+672C><U+770C>)2<U+5E74><U+3076><U+308A>2<U+5EA6><U+76EE>
<U+4E8C><U+4F4D> <U+5185><U+6751> <U+826F><U+4E00>(<U+6771><U+4EAC><U+90FD>)
<U+4E09><U+4F4D> <U+6797><U+7530> <U+5321><U+5E73>(<U+798F><U+4E95><U+770C>)
<U+4E09><U+4F4D> <U+7560><U+4E2D> <U+5B8F><U+8F14>(<U+6771><U+4EAC><U+90FD>)

#kendo #<U+5263><U+9053>";FALSE;0;NA;2017-11-03 08:20:01;FALSE;NA;"926363320021426181";NA;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>";"_vegi_pipo";263;TRUE;FALSE;NA;NA
"566";"RT @ajkendof: [<U+7B2C>65<U+56DE><U+5168><U+65E5><U+672C><U+5263><U+9053><U+9078><U+624B><U+6A29><U+5927><U+4F1A>]

<U+512A><U+52DD> <U+897F><U+6751> <U+82F1><U+4E45>(<U+718A><U+672C><U+770C>)2<U+5E74><U+3076><U+308A>2<U+5EA6><U+76EE>
<U+4E8C><U+4F4D> <U+5185><U+6751> <U+826F><U+4E00>(<U+6771><U+4EAC><U+90FD>)
<U+4E09><U+4F4D> <U+6797><U+7530> <U+5321><U+5E73>(<U+798F><U+4E95><U+770C>)
<U+4E09><U+4F4D> <U+7560><U+4E2D> <U+5B8F><U+8F14>(<U+6771><U+4EAC><U+90FD>)

#kendo #<U+5263><U+9053>";FALSE;0;NA;2017-11-03 08:19:52;FALSE;NA;"926363284416094210";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"zWIhZ7FLtntvMEQ";263;TRUE;FALSE;NA;NA
"567";"RT @ajkendof: [<U+7B2C>65<U+56DE><U+5168><U+65E5><U+672C><U+5263><U+9053><U+9078><U+624B><U+6A29><U+5927><U+4F1A>]

<U+512A><U+52DD> <U+897F><U+6751> <U+82F1><U+4E45>(<U+718A><U+672C><U+770C>)2<U+5E74><U+3076><U+308A>2<U+5EA6><U+76EE>
<U+4E8C><U+4F4D> <U+5185><U+6751> <U+826F><U+4E00>(<U+6771><U+4EAC><U+90FD>)
<U+4E09><U+4F4D> <U+6797><U+7530> <U+5321><U+5E73>(<U+798F><U+4E95><U+770C>)
<U+4E09><U+4F4D> <U+7560><U+4E2D> <U+5B8F><U+8F14>(<U+6771><U+4EAC><U+90FD>)

#kendo #<U+5263><U+9053>";FALSE;0;NA;2017-11-03 08:19:41;FALSE;NA;"926363236693286913";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"ryusenn15";263;TRUE;FALSE;NA;NA
"568";"RT @ajkendof: The 65th All Japan Kendo Championship
1st H.NISHIMURA 
2nd R.UCHIMURA 
3rd K.HAYASHIDA 
3rd K.HATAKENAKA 
#kendo";FALSE;0;NA;2017-11-03 08:19:21;FALSE;NA;"926363154526871552";NA;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>";"_vegi_pipo";9;TRUE;FALSE;NA;NA
"569";"RT @ajkendof: [<U+7B2C>65<U+56DE><U+5168><U+65E5><U+672C><U+5263><U+9053><U+9078><U+624B><U+6A29><U+5927><U+4F1A>]

<U+512A><U+52DD> <U+897F><U+6751> <U+82F1><U+4E45>(<U+718A><U+672C><U+770C>)2<U+5E74><U+3076><U+308A>2<U+5EA6><U+76EE>
<U+4E8C><U+4F4D> <U+5185><U+6751> <U+826F><U+4E00>(<U+6771><U+4EAC><U+90FD>)
<U+4E09><U+4F4D> <U+6797><U+7530> <U+5321><U+5E73>(<U+798F><U+4E95><U+770C>)
<U+4E09><U+4F4D> <U+7560><U+4E2D> <U+5B8F><U+8F14>(<U+6771><U+4EAC><U+90FD>)

#kendo #<U+5263><U+9053>";FALSE;0;NA;2017-11-03 08:19:00;FALSE;NA;"926363065641078784";NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"kkgogo_tatsu";263;TRUE;FALSE;NA;NA
"570";"RT @ajkendof: [<U+7B2C>65<U+56DE><U+5168><U+65E5><U+672C><U+5263><U+9053><U+9078><U+624B><U+6A29><U+5927><U+4F1A>]
<U+6C7A><U+52DD>
<U+5185><U+6751> <U+826F><U+4E00>(<U+6771><U+4EAC><U+90FD>)- <U+30B3><U+30B3> <U+897F><U+6751> <U+82F1><U+4E45>(<U+718A><U+672C><U+770C>)
<U+897F><U+6751><U+9078><U+624B>2<U+5E74><U+3076><U+308A>2<U+5EA6><U+76EE><U+306E><U+512A><U+52DD><U+3002>
 #kendo #<U+5263><U+9053> https://t.co/4MJan3i9wl";FALSE;0;NA;2017-11-03 08:18:39;FALSE;NA;"926362978005393408";NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"asakawww";326;TRUE;FALSE;NA;NA
"571";"RT @ajkendof: [<U+7B2C>65<U+56DE><U+5168><U+65E5><U+672C><U+5263><U+9053><U+9078><U+624B><U+6A29><U+5927><U+4F1A>]
<U+6C7A><U+52DD>
<U+5185><U+6751> <U+826F><U+4E00>(<U+6771><U+4EAC><U+90FD>)- <U+30B3><U+30B3> <U+897F><U+6751> <U+82F1><U+4E45>(<U+718A><U+672C><U+770C>)
<U+897F><U+6751><U+9078><U+624B>2<U+5E74><U+3076><U+308A>2<U+5EA6><U+76EE><U+306E><U+512A><U+52DD><U+3002>
 #kendo #<U+5263><U+9053> https://t.co/4MJan3i9wl";FALSE;0;NA;2017-11-03 08:18:27;FALSE;NA;"926362927841492993";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"zWIhZ7FLtntvMEQ";326;TRUE;FALSE;NA;NA
"572";"RT @ajkendof: [<U+7B2C>65<U+56DE><U+5168><U+65E5><U+672C><U+5263><U+9053><U+9078><U+624B><U+6A29><U+5927><U+4F1A>]
<U+6C7A><U+52DD>
<U+5185><U+6751> <U+826F><U+4E00>(<U+6771><U+4EAC><U+90FD>)- <U+30B3><U+30B3> <U+897F><U+6751> <U+82F1><U+4E45>(<U+718A><U+672C><U+770C>)
<U+897F><U+6751><U+9078><U+624B>2<U+5E74><U+3076><U+308A>2<U+5EA6><U+76EE><U+306E><U+512A><U+52DD><U+3002>
 #kendo #<U+5263><U+9053> https://t.co/4MJan3i9wl";FALSE;0;NA;2017-11-03 08:18:17;FALSE;NA;"926362886183706626";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"8riou21";326;TRUE;FALSE;NA;NA
"573";"RT @ajkendof: [<U+7B2C>65<U+56DE><U+5168><U+65E5><U+672C><U+5263><U+9053><U+9078><U+624B><U+6A29><U+5927><U+4F1A>]

<U+512A><U+52DD> <U+897F><U+6751> <U+82F1><U+4E45>(<U+718A><U+672C><U+770C>)2<U+5E74><U+3076><U+308A>2<U+5EA6><U+76EE>
<U+4E8C><U+4F4D> <U+5185><U+6751> <U+826F><U+4E00>(<U+6771><U+4EAC><U+90FD>)
<U+4E09><U+4F4D> <U+6797><U+7530> <U+5321><U+5E73>(<U+798F><U+4E95><U+770C>)
<U+4E09><U+4F4D> <U+7560><U+4E2D> <U+5B8F><U+8F14>(<U+6771><U+4EAC><U+90FD>)

#kendo #<U+5263><U+9053>";FALSE;0;NA;2017-11-03 08:18:17;FALSE;NA;"926362883226660864";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"8riou21";263;TRUE;FALSE;NA;NA
"574";"RT @ajkendof: [<U+7B2C>65<U+56DE><U+5168><U+65E5><U+672C><U+5263><U+9053><U+9078><U+624B><U+6A29><U+5927><U+4F1A>]

<U+512A><U+52DD> <U+897F><U+6751> <U+82F1><U+4E45>(<U+718A><U+672C><U+770C>)2<U+5E74><U+3076><U+308A>2<U+5EA6><U+76EE>
<U+4E8C><U+4F4D> <U+5185><U+6751> <U+826F><U+4E00>(<U+6771><U+4EAC><U+90FD>)
<U+4E09><U+4F4D> <U+6797><U+7530> <U+5321><U+5E73>(<U+798F><U+4E95><U+770C>)
<U+4E09><U+4F4D> <U+7560><U+4E2D> <U+5B8F><U+8F14>(<U+6771><U+4EAC><U+90FD>)

#kendo #<U+5263><U+9053>";FALSE;0;NA;2017-11-03 08:18:10;FALSE;NA;"926362855561084928";NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"teranishi0625";263;TRUE;FALSE;NA;NA
"575";"RT @ajkendof: [<U+7B2C>65<U+56DE><U+5168><U+65E5><U+672C><U+5263><U+9053><U+9078><U+624B><U+6A29><U+5927><U+4F1A>]

<U+512A><U+52DD> <U+897F><U+6751> <U+82F1><U+4E45>(<U+718A><U+672C><U+770C>)2<U+5E74><U+3076><U+308A>2<U+5EA6><U+76EE>
<U+4E8C><U+4F4D> <U+5185><U+6751> <U+826F><U+4E00>(<U+6771><U+4EAC><U+90FD>)
<U+4E09><U+4F4D> <U+6797><U+7530> <U+5321><U+5E73>(<U+798F><U+4E95><U+770C>)
<U+4E09><U+4F4D> <U+7560><U+4E2D> <U+5B8F><U+8F14>(<U+6771><U+4EAC><U+90FD>)

#kendo #<U+5263><U+9053>";FALSE;0;NA;2017-11-03 08:18:03;FALSE;NA;"926362827891253250";NA;"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>";"_nihi";263;TRUE;FALSE;NA;NA
"576";"RT @ajkendof: [<U+7B2C>65<U+56DE><U+5168><U+65E5><U+672C><U+5263><U+9053><U+9078><U+624B><U+6A29><U+5927><U+4F1A>]
<U+6C7A><U+52DD>
<U+5185><U+6751> <U+826F><U+4E00>(<U+6771><U+4EAC><U+90FD>)- <U+30B3><U+30B3> <U+897F><U+6751> <U+82F1><U+4E45>(<U+718A><U+672C><U+770C>)
<U+897F><U+6751><U+9078><U+624B>2<U+5E74><U+3076><U+308A>2<U+5EA6><U+76EE><U+306E><U+512A><U+52DD><U+3002>
 #kendo #<U+5263><U+9053>";FALSE;0;NA;2017-11-03 08:17:58;FALSE;NA;"926362805690703872";NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"BOKOmuseum";177;TRUE;FALSE;NA;NA
"577";"RT @ajkendof: [<U+7B2C>65<U+56DE><U+5168><U+65E5><U+672C><U+5263><U+9053><U+9078><U+624B><U+6A29><U+5927><U+4F1A>]

<U+512A><U+52DD> <U+897F><U+6751> <U+82F1><U+4E45>(<U+718A><U+672C><U+770C>)2<U+5E74><U+3076><U+308A>2<U+5EA6><U+76EE>
<U+4E8C><U+4F4D> <U+5185><U+6751> <U+826F><U+4E00>(<U+6771><U+4EAC><U+90FD>)
<U+4E09><U+4F4D> <U+6797><U+7530> <U+5321><U+5E73>(<U+798F><U+4E95><U+770C>)
<U+4E09><U+4F4D> <U+7560><U+4E2D> <U+5B8F><U+8F14>(<U+6771><U+4EAC><U+90FD>)

#kendo #<U+5263><U+9053>";FALSE;0;NA;2017-11-03 08:17:57;FALSE;NA;"926362802163298304";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"ggggggggggk1121";263;TRUE;FALSE;NA;NA
"578";"RT @ajkendof: [<U+7B2C>65<U+56DE><U+5168><U+65E5><U+672C><U+5263><U+9053><U+9078><U+624B><U+6A29><U+5927><U+4F1A>]

<U+512A><U+52DD> <U+897F><U+6751> <U+82F1><U+4E45>(<U+718A><U+672C><U+770C>)2<U+5E74><U+3076><U+308A>2<U+5EA6><U+76EE>
<U+4E8C><U+4F4D> <U+5185><U+6751> <U+826F><U+4E00>(<U+6771><U+4EAC><U+90FD>)
<U+4E09><U+4F4D> <U+6797><U+7530> <U+5321><U+5E73>(<U+798F><U+4E95><U+770C>)
<U+4E09><U+4F4D> <U+7560><U+4E2D> <U+5B8F><U+8F14>(<U+6771><U+4EAC><U+90FD>)

#kendo #<U+5263><U+9053>";FALSE;0;NA;2017-11-03 08:17:47;FALSE;NA;"926362759490502657";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"Akagi_0723";263;TRUE;FALSE;NA;NA
"579";"RT @ajkendof: [<U+7B2C>65<U+56DE><U+5168><U+65E5><U+672C><U+5263><U+9053><U+9078><U+624B><U+6A29><U+5927><U+4F1A>]

<U+512A><U+52DD> <U+897F><U+6751> <U+82F1><U+4E45>(<U+718A><U+672C><U+770C>)2<U+5E74><U+3076><U+308A>2<U+5EA6><U+76EE>
<U+4E8C><U+4F4D> <U+5185><U+6751> <U+826F><U+4E00>(<U+6771><U+4EAC><U+90FD>)
<U+4E09><U+4F4D> <U+6797><U+7530> <U+5321><U+5E73>(<U+798F><U+4E95><U+770C>)
<U+4E09><U+4F4D> <U+7560><U+4E2D> <U+5B8F><U+8F14>(<U+6771><U+4EAC><U+90FD>)

#kendo #<U+5263><U+9053>";FALSE;0;NA;2017-11-03 08:17:43;FALSE;NA;"926362744592281600";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"mfssnzkkkr";263;TRUE;FALSE;NA;NA
"580";"The 65th All Japan Kendo Championship
1st H.NISHIMURA 
2nd R.UCHIMURA 
3rd K.HAYASHIDA 
3rd K.HATAKENAKA 
#kendo";FALSE;15;NA;2017-11-03 08:17:32;FALSE;NA;"926362695325978624";NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"ajkendof";9;FALSE;FALSE;NA;NA
"581";"RT @ajkendof: [<U+7B2C>65<U+56DE><U+5168><U+65E5><U+672C><U+5263><U+9053><U+9078><U+624B><U+6A29><U+5927><U+4F1A>]
<U+4E09><U+56DE><U+6226><U+304C><U+7D42><U+4E86><U+3057><U+3001><U+30D9><U+30B9><U+30C8>8<U+304C><U+6C7A><U+307E><U+308A><U+307E><U+3057><U+305F><U+3002>
<U+7B2C>1<U+8A66><U+5408><U+5834> Shiaijo 1 https://t.co/OavZP8Pne2
<U+7B2C>2<U+8A66><U+5408><U+5834> Shiaijo 2 https://t.co/BLA1DFHdEU
#kendo…";FALSE;0;NA;2017-11-03 08:17:28;FALSE;NA;"926362680755044354";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"zWIhZ7FLtntvMEQ";59;TRUE;FALSE;NA;NA
"582";"RT @ajkendof: [<U+7B2C>65<U+56DE><U+5168><U+65E5><U+672C><U+5263><U+9053><U+9078><U+624B><U+6A29><U+5927><U+4F1A>]
<U+6C7A><U+52DD>
<U+5185><U+6751> <U+826F><U+4E00>(<U+6771><U+4EAC><U+90FD>)- <U+30B3><U+30B3> <U+897F><U+6751> <U+82F1><U+4E45>(<U+718A><U+672C><U+770C>)
<U+897F><U+6751><U+9078><U+624B>2<U+5E74><U+3076><U+308A>2<U+5EA6><U+76EE><U+306E><U+512A><U+52DD><U+3002>
 #kendo #<U+5263><U+9053> https://t.co/4MJan3i9wl";FALSE;0;NA;2017-11-03 08:17:20;FALSE;NA;"926362647800324096";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"megane__0218";326;TRUE;FALSE;NA;NA
"583";"RT @ajkendof: [<U+7B2C>65<U+56DE><U+5168><U+65E5><U+672C><U+5263><U+9053><U+9078><U+624B><U+6A29><U+5927><U+4F1A>]

<U+512A><U+52DD> <U+897F><U+6751> <U+82F1><U+4E45>(<U+718A><U+672C><U+770C>)2<U+5E74><U+3076><U+308A>2<U+5EA6><U+76EE>
<U+4E8C><U+4F4D> <U+5185><U+6751> <U+826F><U+4E00>(<U+6771><U+4EAC><U+90FD>)
<U+4E09><U+4F4D> <U+6797><U+7530> <U+5321><U+5E73>(<U+798F><U+4E95><U+770C>)
<U+4E09><U+4F4D> <U+7560><U+4E2D> <U+5B8F><U+8F14>(<U+6771><U+4EAC><U+90FD>)

#kendo #<U+5263><U+9053>";FALSE;0;NA;2017-11-03 08:17:05;FALSE;NA;"926362583258370048";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"saturindr";263;TRUE;FALSE;NA;NA
"584";"RT @ajkendof: [<U+7B2C>65<U+56DE><U+5168><U+65E5><U+672C><U+5263><U+9053><U+9078><U+624B><U+6A29><U+5927><U+4F1A>]

<U+512A><U+52DD> <U+897F><U+6751> <U+82F1><U+4E45>(<U+718A><U+672C><U+770C>)2<U+5E74><U+3076><U+308A>2<U+5EA6><U+76EE>
<U+4E8C><U+4F4D> <U+5185><U+6751> <U+826F><U+4E00>(<U+6771><U+4EAC><U+90FD>)
<U+4E09><U+4F4D> <U+6797><U+7530> <U+5321><U+5E73>(<U+798F><U+4E95><U+770C>)
<U+4E09><U+4F4D> <U+7560><U+4E2D> <U+5B8F><U+8F14>(<U+6771><U+4EAC><U+90FD>)

#kendo #<U+5263><U+9053>";FALSE;0;NA;2017-11-03 08:17:04;FALSE;NA;"926362577084432384";NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"TrainBatabata";263;TRUE;FALSE;NA;NA
"585";"RT @ajkendof: [<U+7B2C>65<U+56DE><U+5168><U+65E5><U+672C><U+5263><U+9053><U+9078><U+624B><U+6A29><U+5927><U+4F1A>]

<U+512A><U+52DD> <U+897F><U+6751> <U+82F1><U+4E45>(<U+718A><U+672C><U+770C>)2<U+5E74><U+3076><U+308A>2<U+5EA6><U+76EE>
<U+4E8C><U+4F4D> <U+5185><U+6751> <U+826F><U+4E00>(<U+6771><U+4EAC><U+90FD>)
<U+4E09><U+4F4D> <U+6797><U+7530> <U+5321><U+5E73>(<U+798F><U+4E95><U+770C>)
<U+4E09><U+4F4D> <U+7560><U+4E2D> <U+5B8F><U+8F14>(<U+6771><U+4EAC><U+90FD>)

#kendo #<U+5263><U+9053>";FALSE;0;NA;2017-11-03 08:16:48;FALSE;NA;"926362512634740738";NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"takenoko_0017";263;TRUE;FALSE;NA;NA
"586";"RT @ajkendof: [<U+7B2C>65<U+56DE><U+5168><U+65E5><U+672C><U+5263><U+9053><U+9078><U+624B><U+6A29><U+5927><U+4F1A>]

<U+512A><U+52DD> <U+897F><U+6751> <U+82F1><U+4E45>(<U+718A><U+672C><U+770C>)2<U+5E74><U+3076><U+308A>2<U+5EA6><U+76EE>
<U+4E8C><U+4F4D> <U+5185><U+6751> <U+826F><U+4E00>(<U+6771><U+4EAC><U+90FD>)
<U+4E09><U+4F4D> <U+6797><U+7530> <U+5321><U+5E73>(<U+798F><U+4E95><U+770C>)
<U+4E09><U+4F4D> <U+7560><U+4E2D> <U+5B8F><U+8F14>(<U+6771><U+4EAC><U+90FD>)

#kendo #<U+5263><U+9053>";FALSE;0;NA;2017-11-03 08:16:40;FALSE;NA;"926362476442140673";NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";"oki1219";263;TRUE;FALSE;NA;NA
"587";"RT @ajkendof: [<U+7B2C>65<U+56DE><U+5168><U+65E5><U+672C><U+5263><U+9053><U+9078><U+624B><U+6A29><U+5927><U+4F1A>] <U+6E96><U+6C7A><U+52DD> <U+6797><U+7530> <U+5321><U+5E73> <U+30E1>-<U+30B3><U+30E1> <U+5185><U+6751> <U+826F><U+4E00> <U+904E><U+53BB>3<U+56DE><U+512A><U+52DD><U+306E><U+5185><U+6751><U+9078><U+624B><U+6C7A><U+52DD><U+9032><U+51FA> <U+30AB><U+30E1><U+30E9>1 https://t.co/OavZP8Pne2 
<U+30AB><U+30E1><U+30E9>2 https://t.co/BLA1DFHdEU #kendo #<U+5263><U+9053>";FALSE;0;NA;2017-11-03 08:16:32;FALSE;NA;"926362444233981953";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"saturindr";26;TRUE;FALSE;NA;NA
"588";"RT @ajkendof: [<U+7B2C>65<U+56DE><U+5168><U+65E5><U+672C><U+5263><U+9053><U+9078><U+624B><U+6A29><U+5927><U+4F1A>]
<U+6C7A><U+52DD>
<U+5185><U+6751> <U+826F><U+4E00>(<U+6771><U+4EAC><U+90FD>)- <U+30B3><U+30B3> <U+897F><U+6751> <U+82F1><U+4E45>(<U+718A><U+672C><U+770C>)
<U+897F><U+6751><U+9078><U+624B>2<U+5E74><U+3076><U+308A>2<U+5EA6><U+76EE><U+306E><U+512A><U+52DD><U+3002>
 #kendo #<U+5263><U+9053> https://t.co/4MJan3i9wl";FALSE;0;NA;2017-11-03 08:16:25;FALSE;NA;"926362413808566273";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"___rentaro0108";326;TRUE;FALSE;NA;NA
"589";"RT @ajkendof: [<U+7B2C>65<U+56DE><U+5168><U+65E5><U+672C><U+5263><U+9053><U+9078><U+624B><U+6A29><U+5927><U+4F1A>]

<U+512A><U+52DD> <U+897F><U+6751> <U+82F1><U+4E45>(<U+718A><U+672C><U+770C>)2<U+5E74><U+3076><U+308A>2<U+5EA6><U+76EE>
<U+4E8C><U+4F4D> <U+5185><U+6751> <U+826F><U+4E00>(<U+6771><U+4EAC><U+90FD>)
<U+4E09><U+4F4D> <U+6797><U+7530> <U+5321><U+5E73>(<U+798F><U+4E95><U+770C>)
<U+4E09><U+4F4D> <U+7560><U+4E2D> <U+5B8F><U+8F14>(<U+6771><U+4EAC><U+90FD>)

#kendo #<U+5263><U+9053>";FALSE;0;NA;2017-11-03 08:16:18;FALSE;NA;"926362386528845824";NA;"<a href=""http://janetter.net/"" rel=""nofollow"">Janetter</a>";"lady_smoker_";263;TRUE;FALSE;NA;NA
"590";"RT @ajkendof: [<U+7B2C>65<U+56DE><U+5168><U+65E5><U+672C><U+5263><U+9053><U+9078><U+624B><U+6A29><U+5927><U+4F1A>]

<U+512A><U+52DD> <U+897F><U+6751> <U+82F1><U+4E45>(<U+718A><U+672C><U+770C>)2<U+5E74><U+3076><U+308A>2<U+5EA6><U+76EE>
<U+4E8C><U+4F4D> <U+5185><U+6751> <U+826F><U+4E00>(<U+6771><U+4EAC><U+90FD>)
<U+4E09><U+4F4D> <U+6797><U+7530> <U+5321><U+5E73>(<U+798F><U+4E95><U+770C>)
<U+4E09><U+4F4D> <U+7560><U+4E2D> <U+5B8F><U+8F14>(<U+6771><U+4EAC><U+90FD>)

#kendo #<U+5263><U+9053>";FALSE;0;NA;2017-11-03 08:16:11;FALSE;NA;"926362358552829952";NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"waremonohatede";263;TRUE;FALSE;NA;NA
"591";"RT @ajkendof: [<U+7B2C>65<U+56DE><U+5168><U+65E5><U+672C><U+5263><U+9053><U+9078><U+624B><U+6A29><U+5927><U+4F1A>]

<U+512A><U+52DD> <U+897F><U+6751> <U+82F1><U+4E45>(<U+718A><U+672C><U+770C>)2<U+5E74><U+3076><U+308A>2<U+5EA6><U+76EE>
<U+4E8C><U+4F4D> <U+5185><U+6751> <U+826F><U+4E00>(<U+6771><U+4EAC><U+90FD>)
<U+4E09><U+4F4D> <U+6797><U+7530> <U+5321><U+5E73>(<U+798F><U+4E95><U+770C>)
<U+4E09><U+4F4D> <U+7560><U+4E2D> <U+5B8F><U+8F14>(<U+6771><U+4EAC><U+90FD>)

#kendo #<U+5263><U+9053>";FALSE;0;NA;2017-11-03 08:16:04;FALSE;NA;"926362327724593152";NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"Reika_Shigeki_";263;TRUE;FALSE;NA;NA
